9.332481	8.612321
7.945919	6.497752
8.316866	7.245844
9.932399	10.958264
8.519153	7.728419
9.243249	10.212390
8.419833	6.526193
10.121790	11.593782
10.507359	9.408462
9.414864	9.979335
7.974656	8.645589
9.892862	9.385067
9.001670	8.499337
8.006862	7.558825
8.913588	7.407608
8.099829	8.538570
10.832310	12.463339
8.630612	10.084815
10.056652	10.675195
8.994438	10.019961
10.254879	11.449555
9.186552	10.500969
9.818095	8.212072
8.940421	7.199438
8.928480	9.748825
6.634774	6.335756
10.138883	8.719648
7.359572	8.302241
8.951099	7.489553
8.140843	6.766577
10.857736	8.675075
7.831090	7.801769
8.914117	9.012814
8.562271	8.939710
9.409953	8.271372
9.816881	9.194347
9.707823	10.566630
9.220227	10.195362
9.578103	11.412520
10.016834	9.480412
9.481649	7.882280
9.650648	10.810139
9.357094	9.174003
8.166676	8.093452
7.855427	8.914834
9.959121	10.789784
8.033570	10.156455
9.830858	10.672861
8.561589	8.135125
8.975018	6.833501
8.908932	8.799633
9.148862	8.331196
8.854640	7.821636
9.652887	9.045730
7.557051	6.398121
6.474997	6.559449
10.487796	9.627970
8.408506	9.709385
7.914459	6.280068
9.241468	9.112947
9.901772	9.973443
11.643521	11.739156
8.388717	7.409947
7.967972	8.782927
8.959990	8.381657
8.360308	10.073929
8.209708	7.768037
8.998269	9.375427
9.540954	10.594984
9.048377	7.416514
9.093810	7.808660
8.655703	8.636512
7.002620	7.734018
9.551410	10.213858
8.045876	9.353184
10.495876	9.810866
8.417241	8.296605
10.901846	10.866500
8.660259	7.660579
9.947378	11.390115
8.616192	8.205741
7.548662	7.453502
9.757429	8.824157
8.147500	9.530530
7.732148	7.049212
7.584805	9.811787
9.533924	10.295382
11.969139	11.297980
8.469995	7.852032
9.314915	9.967015
8.023353	8.258458
9.508937	8.819571
9.245760	9.518208
7.965209	7.735971
9.730315	8.756870
8.265543	6.989771
10.421393	6.956926
7.618891	8.067030
8.591880	10.574363
8.148893	9.212755
9.404286	10.243165
8.841008	9.296855
7.073056	6.551102
9.144886	10.502285
8.301736	7.222835
7.932667	7.730795
8.884283	8.564241
9.393976	9.308628
8.535427	7.351722
9.755429	9.372331
6.986522	6.760145
8.702718	7.985642
8.037487	8.635708
10.181820	9.990674
9.349093	10.365863
8.169231	9.535244
7.840003	7.315468
8.158079	9.071683
7.752948	8.501664
9.317023	9.620559
8.366133	9.202617
9.519786	8.884153
7.887302	9.506874
8.869634	8.509621
9.099329	8.504229
7.587142	9.159352
9.369874	9.624737
8.940717	9.208959
9.132502	8.652841
10.072403	8.553314
8.409369	8.036682
8.502935	8.542089
9.419920	9.182858
8.328576	8.171151
9.157856	9.786457
8.993012	8.623850
9.358852	8.146153
8.344413	8.374406
9.896415	9.360069
9.528393	9.850158
9.243908	9.669735
8.244120	7.389455
9.380414	9.878224
9.496932	9.982885
9.178732	9.743553
8.308202	8.138762
8.156926	7.698038
9.159501	9.609389
9.207740	10.466094
9.758925	9.612378
10.147921	10.151051
9.876061	8.910069
9.813752	9.781810
9.823978	7.664090
8.897556	7.217812
7.103072	6.172146
9.522271	10.494253
9.799351	10.738945
9.461930	8.573451
7.521175	8.004512
8.838254	9.147113
6.776480	6.436269
8.309542	9.245345
8.903168	10.016445
8.752676	8.320482
9.649863	10.539968
9.141963	9.119715
10.267509	9.850914
10.354642	8.892762
7.626899	7.546601
8.694016	7.489775
8.736662	10.047395
8.187182	9.517961
7.718013	7.054863
10.482277	11.124939
8.950348	8.947417
9.542295	10.468490
8.757071	10.320886
8.687279	9.368162
8.707015	8.405156
9.063684	8.291233
8.835797	8.837064
9.986775	9.296173
9.849908	10.732582
10.044075	10.172617
7.142740	7.335270
9.473625	9.602526
9.148188	7.841224
9.221011	10.807484
10.208545	10.081402
9.542317	8.271583
9.986471	9.830950
9.973557	11.255920
9.930062	9.465411
8.956150	8.172654
5.456505	4.800386
8.794399	9.090132
6.809815	6.114832
8.228669	6.681526
9.089276	8.322449
8.233159	8.546614
9.166059	8.917709
9.928621	8.147716
9.097428	8.579262
10.271514	11.163409
7.016945	6.580226
9.001223	10.970649
7.941204	6.593843
8.045234	8.145933
10.063700	8.535459
8.042449	7.513097
8.608603	8.269529
8.716894	10.744742
9.894554	9.867147
8.884291	7.507630
8.410138	9.088907
10.161464	10.029242
9.115916	9.172634
12.240245	11.250248
8.837795	7.943263
7.908497	7.514805
11.372146	12.330404
6.082902	5.865818
9.804394	11.738848
10.639113	10.406122
11.018354	11.864125
9.855611	8.852572
7.053674	6.175956
9.336882	9.022909
11.347376	10.143248
9.830500	10.280180
9.335874	9.562763
9.022349	9.386585
10.360516	10.540705
10.263685	10.096658
9.518596	7.757865
8.329941	7.310106
9.961196	9.891715
8.168919	8.162275
10.809659	11.550443
10.907273	9.598150
9.150388	9.255448
10.276603	9.222933
8.565620	7.146557
9.111950	8.478798
9.795177	11.336341
9.658646	10.958660
6.812124	5.893774
8.972378	7.872573
9.514001	10.181795
10.855014	9.608751
9.531853	11.975253
9.403804	8.467852
8.971783	10.402551
8.310381	8.526633
